Price,Adj Close,Close,High,Low,Open,Volume
Ticker,NZDUSD=X,NZDUSD=X,NZDUSD=X,NZDUSD=X,NZDUSD=X,NZDUSD=X
Date,,,,,,
2018-01-01 00:00:00+00:00,0.7171028852462769,0.7171028852462769,0.7213966250419617,0.7061149477958679,0.7113893628120422,0
2018-01-08 00:00:00+00:00,0.726005494594574,0.726005494594574,0.7276484370231628,0.7143111824989319,0.7172314524650574,0
2018-01-15 00:00:00+00:00,0.7280139923095703,0.7280139923095703,0.732600748538971,0.7236309051513672,0.7248898148536682,0
2018-01-22 00:00:00+00:00,0.7356186509132385,0.7356186509132385,0.7428869009017944,0.7269290685653687,0.7286983132362366,0
2018-01-29 00:00:00+00:00,0.730620265007019,0.730620265007019,0.7421150207519531,0.7282896637916565,0.7362794280052185,0
2018-02-05 00:00:00+00:00,0.7256894111633301,0.7256894111633301,0.733810305595398,0.7178699374198914,0.7284275889396667,0
2018-02-12 00:00:00+00:00,0.7392075657844543,0.7392075657844543,0.7436990141868591,0.7233220934867859,0.7246376872062683,0
2018-02-19 00:00:00+00:00,0.7292882204055786,0.7292882204055786,0.7411249876022339,0.7273679375648499,0.7389289736747742,0
2018-02-26 00:00:00+00:00,0.7239032983779907,0.7239032983779907,0.7346999049186707,0.7187884449958801,0.7283002734184265,0
2018-03-05 00:00:00+00:00,0.7285974621772766,0.7285974621772766,0.7310903072357178,0.7204922437667847,0.7233377695083618,0
2018-03-12 00:00:00+00:00,0.7220216393470764,0.7220216393470764,0.7357268929481506,0.7209181785583496,0.7311010360717773,0
2018-03-19 00:00:00+00:00,0.7233796119689941,0.7233796119689941,0.7264801859855652,0.7154918313026428,0.7227209210395813,0
2018-03-26 00:00:00+00:00,0.7243227958679199,0.7243227958679199,0.7301881313323975,0.7189382910728455,0.7242125868797302,0
2018-04-02 00:00:00+00:00,0.7267969846725464,0.7267969846725464,0.7323110103607178,0.7196678519248962,0.7234581708908081,0
2018-04-09 00:00:00+00:00,0.7363770008087158,0.7363770008087158,0.7398091554641724,0.7273890972137451,0.7274525761604309,0
2018-04-16 00:00:00+00:00,0.7213966250419617,0.7213966250419617,0.7374087572097778,0.7202120423316956,0.7349482178688049,0
2018-04-23 00:00:00+00:00,0.7082153558731079,0.7082153558731079,0.7211105227470398,0.7041608691215515,0.7203105688095093,0
2018-04-30 00:00:00+00:00,0.7020007371902466,0.7020007371902466,0.7093204259872437,0.6992615461349487,0.7080497741699219,0
2018-05-07 00:00:00+00:00,0.6971070170402527,0.6971070170402527,0.7041807174682617,0.6904312968254089,0.7019809484481812,0
2018-05-14 00:00:00+00:00,0.6918021440505981,0.6918021440505981,0.6975932717323303,0.6852506995201111,0.6968204379081726,0
2018-05-21 00:00:00+00:00,0.6920893788337708,0.6920893788337708,0.6977880001068115,0.688548743724823,0.6914098858833313,0
