Price,Adj Close,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,,
2018-01-01 00:00:00+00:00,81.87247467041016,88.19000244140625,88.41000366210938,85.5,86.12999725341797,93864300
2018-01-08 00:00:00+00:00,83.18144226074219,89.5999984741211,89.77999877929688,87.23999786376953,88.19999694824219,102329900
2018-01-15 00:00:00+00:00,83.55278778076172,90.0,90.79000091552734,88.01000213623047,90.0999984741211,123255600
2018-01-22 00:00:00+00:00,87.32194519042969,94.05999755859375,94.05999755859375,89.73999786376953,90.0,135847300
2018-01-29 00:00:00+00:00,85.2052993774414,91.77999877929688,96.06999969482422,91.5,95.13999938964844,214057000
2018-02-05 00:00:00+00:00,81.86317443847656,88.18000030517578,93.23999786376953,83.83000183105469,90.55999755859375,279265500
2018-02-12 00:00:00+00:00,85.40953063964844,92.0,93.5,87.80000305175781,88.73999786376953,155509700
2018-02-19 00:00:00+00:00,87.73212432861328,94.05999755859375,94.06999969482422,91.01000213623047,91.4800033569336,108556200
2018-02-26 00:00:00+00:00,86.79010772705078,93.05000305175781,95.83999633789062,90.86000061035156,94.4000015258789,157202200
2018-03-05 00:00:00+00:00,90.0453109741211,96.54000091552734,96.54000091552734,92.26000213623047,92.33999633789062,135618600
2018-03-12 00:00:00+00:00,88.23579406738281,94.5999984741211,97.23999786376953,92.83000183105469,96.5,170285800
2018-03-19 00:00:00+00:00,81.31498718261719,87.18000030517578,94.05000305175781,87.08000183105469,93.73999786376953,163550000
2018-03-26 00:00:00+00:00,85.12982940673828,91.2699966430664,95.13999938964844,88.4000015258789,90.61000061035156,211334400
2018-04-02 00:00:00+00:00,84.1597900390625,90.2300033569336,93.06999969482422,87.51000213623047,90.47000122070312,189087100
2018-04-09 00:00:00+00:00,86.81806182861328,93.08000183105469,94.18000030517578,90.62000274658203,91.04000091552734,133323000
2018-04-16 00:00:00+00:00,88.60890197753906,95.0,97.06999969482422,93.41999816894531,94.06999969482422,122809300
2018-04-23 00:00:00+00:00,89.37373352050781,95.81999969482422,97.9000015258789,90.27999877929688,95.73999786376953,181387700
2018-04-30 00:00:00+00:00,88.75814056396484,95.16000366210938,96.4000015258789,92.44999694824219,96.33000183105469,154077300
2018-05-07 00:00:00+00:00,91.12725830078125,97.69999694824219,97.94999694824219,95.05000305175781,95.16999816894531,114220400
2018-05-14 00:00:00+00:00,89.87738037109375,96.36000061035156,98.69000244140625,95.83000183105469,97.91999816894531,96545300
2018-05-21 00:00:00+00:00,92.14049530029297,98.36000061035156,98.9800033569336,96.31999969482422,97.0,101128100
2018-05-28 00:00:00+00:00,94.41685485839844,100.79000091552734,100.86000061035156,97.2300033569336,97.83999633789062,113626000
2018-06-04 00:00:00+00:00,95.20374298095703,101.62999725341797,102.69000244140625,100.37999725341797,101.26000213623047,122316200
2018-06-11 00:00:00+00:00,93.79857635498047,100.12999725341797,102.02999877929688,100.06999969482422,101.01000213623047,162739400
2018-06-18 00:00:00+00:00,94.06088256835938,100.41000366210938,102.5199966430664,99.41999816894531,100.01000213623047,140541200
2018-06-25 00:00:00+00:00,92.37470245361328,98.61000061035156,100.11000061035156,97.26000213623047,100.0,148332800
2018-07-02 00:00:00+00:00,94.76345825195312,101.16000366210938,101.43000030517578,98.0,98.0999984741211,72446800
2018-07-09 00:00:00+00:00,98.76347351074219,105.43000030517578,105.5999984741211,101.0999984741211,101.6500015258789,106120800
2018-07-16 00:00:00+00:00,99.55034637451172,106.2699966430664,108.19999694824219,103.88999938964844,105.4000015258789,173358100
2018-07-23 00:00:00+00:00,100.87120056152344,107.68000030517578,111.1500015258789,106.12999725341797,106.30000305175781,155103100
2018-07-30 00:00:00+00:00,101.20842742919922,108.04000091552734,108.08999633789062,104.76000213623047,107.19000244140625,130716100
2018-08-06 00:00:00+00:00,102.10772705078125,109.0,110.16000366210938,107.55999755859375,108.12000274658203,83694500
2018-08-13 00:00:00+00:00,100.77751922607422,107.58000183105469,109.75,106.69000244140625,109.23999786376953,104689400
2018-08-20 00:00:00+00:00,101.93644714355469,108.4000015258789,108.55999755859375,105.77999877929688,107.51000213623047,94198400
