Price,Adj Close,Close,High,Low,Open,Volume
Ticker,^DJI,^DJI,^DJI,^DJI,^DJI,^DJI
Date,,,,,,
2018-01-01 00:00:00+00:00,25295.869140625,25295.869140625,25299.7890625,24741.69921875,24809.349609375,1559220000
2018-01-08 00:00:00+00:00,25803.189453125,25803.189453125,25810.4296875,25235.41015625,25308.400390625,1739570000
2018-01-15 00:00:00+00:00,26071.720703125,26071.720703125,26153.419921875,25702.990234375,25987.619140625,2207020000
2018-01-22 00:00:00+00:00,26616.7109375,26616.7109375,26616.7109375,25974.650390625,26025.3203125,2262650000
2018-01-29 00:00:00+00:00,25520.9609375,25520.9609375,26608.900390625,25490.66015625,26584.279296875,2281960000
2018-02-05 00:00:00+00:00,24190.900390625,24190.900390625,25520.529296875,23360.2890625,25337.869140625,3435540000
2018-02-12 00:00:00+00:00,25219.380859375,25219.380859375,25432.419921875,24290.48046875,24337.759765625,2125690000
2018-02-19 00:00:00+00:00,25309.990234375,25309.990234375,25313.91015625,24792.990234375,25124.91015625,1591900000
2018-02-26 00:00:00+00:00,24538.060546875,24538.060546875,25800.349609375,24217.759765625,25403.349609375,2307030000
2018-03-05 00:00:00+00:00,25335.740234375,25335.740234375,25336.330078125,24387.150390625,24471.310546875,1808620000
2018-03-12 00:00:00+00:00,24946.509765625,24946.509765625,25449.150390625,24668.830078125,25372.439453125,2137840000
2018-03-19 00:00:00+00:00,23533.19921875,23533.19921875,24977.650390625,23509.060546875,24893.689453125,1985560000
2018-03-26 00:00:00+00:00,24103.109375,24103.109375,24446.220703125,23708.73046875,23825.740234375,1997610000
2018-04-02 00:00:00+00:00,23932.759765625,23932.759765625,24622.259765625,23344.51953125,24076.599609375,2036270000
2018-04-09 00:00:00+00:00,24360.140625,24360.140625,24646.44921875,23954.830078125,24037.51953125,1703760000
2018-04-16 00:00:00+00:00,24462.939453125,24462.939453125,24858.970703125,24375.0390625,24483.150390625,1868390000
2018-04-23 00:00:00+00:00,24311.189453125,24311.189453125,24579.939453125,23823.080078125,24488.0703125,2039480000
2018-04-30 00:00:00+00:00,24262.509765625,24262.509765625,24498.23046875,23531.310546875,24410.41015625,1900790000
2018-05-07 00:00:00+00:00,24831.169921875,24831.169921875,24868.650390625,24198.33984375,24317.66015625,1592550000
2018-05-14 00:00:00+00:00,24715.08984375,24715.08984375,24994.189453125,24629.390625,24879.369140625,1449920000
2018-05-21 00:00:00+00:00,24753.08984375,24753.08984375,25086.490234375,24605.900390625,24883.060546875,1600990000
2018-05-28 00:00:00+00:00,24635.2109375,24635.2109375,24714.48046875,24247.83984375,24606.58984375,1466130000
2018-06-04 00:00:00+00:00,25316.529296875,25316.529296875,25326.08984375,24710.8203125,24727.55078125,1638020000
2018-06-11 00:00:00+00:00,25090.48046875,25090.48046875,25402.830078125,24894.380859375,25336.669921875,1872730000
2018-06-18 00:00:00+00:00,24580.890625,24580.890625,25003.099609375,24406.630859375,24944.279296875,1896510000
2018-06-25 00:00:00+00:00,24271.41015625,24271.41015625,24569.01953125,23997.2109375,24463.73046875,1688140000
2018-07-02 00:00:00+00:00,24456.48046875,24456.48046875,24520.2890625,24077.560546875,24161.529296875,862190000
