Price,Adj Close,Close,High,Low,Open,Volume
Ticker,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC
Date,,,,,,
2018-01-01 00:00:00+00:00,2823.81005859375,2823.81005859375,2872.8701171875,2682.360107421875,2683.72998046875,77318690000
2018-02-01 00:00:00+00:00,2713.830078125,2713.830078125,2835.9599609375,2532.68994140625,2816.449951171875,79933970000
2018-03-01 00:00:00+00:00,2640.8701171875,2640.8701171875,2801.89990234375,2585.889892578125,2715.219970703125,76803890000
2018-04-01 00:00:00+00:00,2648.050048828125,2648.050048828125,2717.489990234375,2553.800048828125,2633.449951171875,70194700000
2018-05-01 00:00:00+00:00,2705.27001953125,2705.27001953125,2742.239990234375,2594.6201171875,2642.9599609375,76011820000
2018-06-01 00:00:00+00:00,2718.3701171875,2718.3701171875,2791.469970703125,2691.989990234375,2718.699951171875,77891360000
2018-07-01 00:00:00+00:00,2816.2900390625,2816.2900390625,2848.030029296875,2698.949951171875,2704.949951171875,64898300000
2018-08-01 00:00:00+00:00,2901.52001953125,2901.52001953125,2916.5,2796.340087890625,2821.169921875,69523070000
2018-09-01 00:00:00+00:00,2913.97998046875,2913.97998046875,2940.909912109375,2864.1201171875,2896.9599609375,63031510000
2018-10-01 00:00:00+00:00,2711.739990234375,2711.739990234375,2939.860107421875,2603.5400390625,2926.2900390625,91930980000
2018-11-01 00:00:00+00:00,2760.169921875,2760.169921875,2815.14990234375,2631.090087890625,2717.580078125,80620020000
2018-12-01 00:00:00+00:00,2506.85009765625,2506.85009765625,2800.179931640625,2346.580078125,2790.5,84162180000
2019-01-01 00:00:00+00:00,2704.10009765625,2704.10009765625,2708.949951171875,2443.9599609375,2476.9599609375,80859870000
2019-02-01 00:00:00+00:00,2784.489990234375,2784.489990234375,2813.489990234375,2681.830078125,2702.320068359375,70638770000
2019-03-01 00:00:00+00:00,2834.39990234375,2834.39990234375,2860.31005859375,2722.27001953125,2798.219970703125,79159660000
2019-04-01 00:00:00+00:00,2945.830078125,2945.830078125,2949.52001953125,2848.6298828125,2848.6298828125,70090370000
